1,VOTE,GameStart,33365,37000,14949,37000,0,37000,3420,37000,268298,296000,97039,111000
1,SKIP,GameStart,1070,37000,0,37000,0,37000,1032,37000,8136,296000,3115,111000
1,ESTIMATE,GameStart,2565,37000,0,37000,0,37000,0,37000,19566,296000,3237,111000
1,OPERATOR,GameStart,0,37000,0,37000,0,37000,0,37000,0,296000,0,111000
1,DISAGREE,GameStart,0,37000,0,37000,0,37000,0,37000,0,296000,0,111000
1,COMINGOUT,GameStart,0,37000,22051,37000,37000,37000,31440,37000,0,296000,7609,111000
1,AGREE,GameStart,0,37000,0,37000,0,37000,0,37000,0,296000,0,111000
1,GUARDED,GameStart,0,37000,0,37000,0,37000,0,37000,0,296000,0,111000
1,GUARD,GameStart,0,37000,0,37000,0,37000,0,37000,0,296000,0,111000
1,IDENTIFIED,GameStart,0,37000,0,37000,0,37000,0,37000,0,296000,0,111000
1,DIVINATION,GameStart,0,37000,0,37000,0,37000,0,37000,0,296000,0,111000
1,DIVINED,GameStart,0,37000,0,37000,0,37000,1108,37000,0,296000,0,111000
1,VOTE,VOTE,39095,113515,23793,93111,21921,78034,11228,68535,314351,904789,95270,321783
1,SKIP,VOTE,68428,113515,60916,93111,41806,78034,47765,68535,542556,904789,159798,321783
1,ESTIMATE,VOTE,4470,113515,7017,93111,2891,78034,3672,68535,38942,904789,13102,321783
1,OPERATOR,VOTE,1075,113515,0,93111,11416,78034,535,68535,8485,904789,52399,321783
1,DISAGREE,VOTE,18,113515,459,93111,0,78034,1,68535,130,904789,0,321783
1,COMINGOUT,VOTE,429,113515,920,93111,0,78034,3420,68535,325,904789,1214,321783
1,AGREE,VOTE,0,113515,6,93111,0,78034,7,68535,0,904789,0,321783
1,GUARDED,VOTE,0,113515,0,93111,0,78034,0,68535,0,904789,0,321783
1,GUARD,VOTE,0,113515,0,93111,0,78034,0,68535,0,904789,0,321783
1,IDENTIFIED,VOTE,0,113515,0,93111,0,78034,0,68535,0,904789,0,321783
1,DIVINATION,VOTE,0,113515,0,93111,0,78034,1907,68535,0,904789,0,321783
1,DIVINED,VOTE,0,113515,0,93111,0,78034,0,68535,0,904789,0,321783
1,VOTE,SKIP,31295,51777,26254,43587,21902,28892,22060,31880,247477,419274,99711,136905
1,ESTIMATE,SKIP,17612,51777,16007,43587,6990,28892,9808,31880,150697,419274,31165,136905
1,OPERATOR,SKIP,1369,51777,17,43587,0,28892,7,31880,10448,419274,4668,136905
1,DISAGREE,SKIP,1283,51777,857,43587,0,28892,0,31880,9462,419274,0,136905
1,COMINGOUT,SKIP,204,51777,421,43587,0,28892,0,31880,979,419274,1361,136905
1,AGREE,SKIP,14,51777,31,43587,0,28892,5,31880,211,419274,0,136905
1,GUARDED,SKIP,0,51777,0,43587,0,28892,0,31880,0,419274,0,136905
1,GUARD,SKIP,0,51777,0,43587,0,28892,0,31880,0,419274,0,136905
1,IDENTIFIED,SKIP,0,51777,0,43587,0,28892,0,31880,0,419274,0,136905
1,DIVINATION,SKIP,0,51777,0,43587,0,28892,0,31880,0,419274,0,136905
1,DIVINED,SKIP,0,51777,0,43587,0,28892,0,31880,0,419274,0,136905
1,VOTE,ESTIMATE,4490,43638,3828,44535,1118,15410,6189,23915,35968,358817,9299,75728
1,SKIP,ESTIMATE,15475,43638,16854,44535,8582,15410,12029,23915,137071,358817,37360,75728
1,ESTIMATE,ESTIMATE,17211,43638,16884,44535,5710,15410,5697,23915,136312,358817,28677,75728
1,OPERATOR,ESTIMATE,5777,43638,6088,44535,0,15410,0,23915,44218,358817,63,75728
1,DISAGREE,ESTIMATE,41,43638,39,44535,0,15410,0,23915,341,358817,0,75728
1,COMINGOUT,ESTIMATE,51,43638,276,44535,0,15410,0,23915,507,358817,329,75728
1,AGREE,ESTIMATE,593,43638,566,44535,0,15410,0,23915,4400,358817,0,75728
1,GUARDED,ESTIMATE,0,43638,0,44535,0,15410,0,23915,0,358817,0,75728
1,GUARD,ESTIMATE,0,43638,0,44535,0,15410,0,23915,0,358817,0,75728
1,IDENTIFIED,ESTIMATE,0,43638,0,44535,0,15410,0,23915,0,358817,0,75728
1,DIVINATION,ESTIMATE,0,43638,0,44535,0,15410,0,23915,0,358817,0,75728
1,DIVINED,ESTIMATE,0,43638,0,44535,0,15410,0,23915,0,358817,0,75728
1,VOTE,OPERATOR,6133,8221,6087,6108,6900,18210,1511,2242,47203,63151,10955,62246
1,SKIP,OPERATOR,2048,8221,18,6108,11110,18210,181,2242,15642,63151,30739,62246
1,ESTIMATE,OPERATOR,40,8221,1,6108,0,18210,0,2242,306,63151,0,62246
1,OPERATOR,OPERATOR,0,8221,1,6108,200,18210,21,2242,0,63151,1598,62246
1,DISAGREE,OPERATOR,0,8221,0,6108,0,18210,0,2242,0,63151,0,62246
1,COMINGOUT,OPERATOR,0,8221,1,6108,0,18210,0,2242,0,63151,18954,62246
1,AGREE,OPERATOR,0,8221,0,6108,0,18210,0,2242,0,63151,0,62246
1,GUARDED,OPERATOR,0,8221,0,6108,0,18210,0,2242,0,63151,0,62246
1,GUARD,OPERATOR,0,8221,0,6108,0,18210,0,2242,0,63151,0,62246
1,IDENTIFIED,OPERATOR,0,8221,0,6108,0,18210,0,2242,0,63151,0,62246
1,DIVINATION,OPERATOR,0,8221,0,6108,0,18210,529,2242,0,63151,0,62246
1,DIVINED,OPERATOR,0,8221,0,6108,0,18210,0,2242,0,63151,0,62246
1,VOTE,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,SKIP,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,ESTIMATE,DISAGREE,1306,1381,1333,1405,0,0,1,2,9739,10253,0,0
1,OPERATOR,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,DISAGREE,DISAGREE,34,1381,35,1405,0,0,0,2,256,10253,0,0
1,COMINGOUT,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,AGREE,DISAGREE,41,1381,37,1405,0,0,1,2,258,10253,0,0
1,GUARDED,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,GUARD,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,IDENTIFIED,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,DIVINATION,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,DIVINED,DISAGREE,0,1381,0,1405,0,0,0,2,0,10253,0,0
1,VOTE,COMINGOUT,237,684,19115,23668,0,37000,0,34860,29,1809,8909,29466
1,SKIP,COMINGOUT,397,684,1625,23668,0,37000,0,34860,1273,1809,7296,29466
1,ESTIMATE,COMINGOUT,50,684,2882,23668,0,37000,0,34860,507,1809,331,29466
1,OPERATOR,COMINGOUT,0,684,2,23668,0,37000,0,34860,0,1809,2882,29466
1,DISAGREE,COMINGOUT,0,684,6,23668,0,37000,0,34860,0,1809,0,29466
1,COMINGOUT,COMINGOUT,0,684,0,23668,0,37000,0,34860,0,1809,0,29466
1,AGREE,COMINGOUT,0,684,38,23668,0,37000,0,34860,0,1809,0,29466
1,GUARDED,COMINGOUT,0,684,0,23668,0,37000,0,34860,0,1809,0,29466
1,GUARD,COMINGOUT,0,684,0,23668,0,37000,0,34860,0,1809,0,29466
